email_text,label
"Subject: IRS Notice: Your tax refund of $1,420.50 is ready to claim
Reference ID: REF-861573

Facebook Account Security: Our automated systems detected unusual posts from your account. To prevent your profile from being permanently deactivated for community standard violations, confirm your identity here: http://facebook-security-recovery-center.net

Sincerely,
Security Team",phishing
"Subject: Status update on database migration
Date: May 12, 2026
From: Alex
To: Joseph

Hey! The gym session was intense today. Are you planning to go tomorrow morning at the same time? Let me know.

Best regards,
Alex",safe
"Subject: Quarterly budget review spreadsheet
Date: May 12, 2026
From: David
To: Karen

Thanks for signing up for our developer platform. Your monthly billing cycle starts today. You can access your account details anytime through the portal.

Best regards,
David",safe
"Subject: Design assets for the marketing campaign
Date: May 2, 2026
From: Sarah
To: William

Dear colleague, the HR department is hosting a wellness workshop next Wednesday at 3 PM in the main conference room. Snacks and drinks will be provided.

Best regards,
Sarah",safe
"Subject: Make millions online investing in cryptocurrency secrets

Special pharmacy sale! Viagra, Cialis, Levitra at lowest wholesale prices. 100% private, secure transaction, and fast delivery to your doorstep. Buy today!

Call us today at +1-800-689-6789! Save up to $36789!
To unsubscribe, click the link.",spam
"Subject: Weekly Team Sync Meeting
Date: May 11, 2026
From: Jessica
To: Joseph

Hey, do you have a spare charger in the office? I forgot mine at home today and my laptop is running on 10% battery. Thanks in advance!

Best regards,
Jessica",safe
"Subject: Congratulations! You won the European International Lottery

Get a fully accredited college degree in less than two weeks. Boost your career and double your salary. No exams, no classes, no textbooks required!

Call us today at +1-800-725-4072! Save up to $449271!
To unsubscribe, click the link.",spam
"Subject: Suspicious transaction alert: Chase Bank Debit Card
Reference ID: REF-206079

Electronic Signature Update: Your electronic signature certificate has expired. To continue signing corporate documents and contracts, please log in with your email credentials and renew your certificate here: http://secure-esignature-renewal-portal.net

Sincerely,
Verification Department",phishing
"Subject: Subscription receipt - Monthly Developer Plan
Date: May 14, 2026
From: Jessica
To: Elizabeth

Hey, do you have a spare charger in the office? I forgot mine at home today and my laptop is running on 10% battery. Thanks in advance!

Best regards,
Jessica",safe
"Subject: Amazing deal: Supercharge your website traffic today

Struggling with search engine rankings? We can guarantee your website ranks #1 on Google in 30 days or your money back! Increase sales and traffic instantly.

Call us today at +1-800-352-9651! Save up to $298331!
To unsubscribe, click the link.",spam
"Subject: Exclusive offer: Replica designer watches up to 90% off

Start earning $500 per day from home using just your computer! Simple tasks, flexible hours. No prior experience or technical skills required. Apply today!

Call us today at +1-800-848-9084! Save up to $325051!
To unsubscribe, click the link.",spam
"Subject: Welcome to the engineering team!
Date: May 24, 2026
From: David
To: Elizabeth

Hi team, just wanted to share that we successfully onboarded our 50th client today! A huge thank you to the customer success team for their hard work.

Best regards,
David",safe
"Subject: Weekly Team Sync Meeting
Date: May 14, 2026
From: Emily
To: Karen

Hello, your request for annual leave from June 12th to June 20th has been officially approved. Have a great vacation!

Best regards,
Emily",safe
"Subject: Congratulations! You won the European International Lottery

Get pre-approved for an unsecured personal loan up to $50,000 with a low 2.9% interest rate. No credit checks required! Fill out the application form now.

Call us today at +1-800-806-9626! Save up to $362591!
To unsubscribe, click the link.",spam
"Subject: Earn $500/day working from home - No experience needed

Dear friend, you have been selected for a special sweepstakes. Win cash prizes, luxury trips, and gift cards. This is a limited time promotion, don't miss out!

Call us today at +1-800-970-2408! Save up to $745418!
To unsubscribe, click the link.",spam
"Subject: Weekly Team Sync Meeting
Date: May 7, 2026
From: David
To: Linda

Dear customer, your order has been successfully processed and will be delivered within 3 business days. Tracking details can be found inside your portal.

Best regards,
David",safe
"Subject: Get your high school or college diploma online in 2 weeks

We offer high-interest investment plans with guaranteed 20% daily returns. Double your capital in less than a week. Instant withdraws directly to your wallet.

Call us today at +1-800-286-9299! Save up to $586148!
To unsubscribe, click the link.",spam
"Subject: Burn fat fast with this miraculous new diet pill

Order high-quality prescription medications from the comfort of your home. We offer cheap generic options with no doctor visits required. Discrete overnight delivery!

Call us today at +1-800-353-8249! Save up to $715673!
To unsubscribe, click the link.",spam
"Subject: Feedback on your recent design mockups
Date: May 25, 2026
From: Emily
To: Elizabeth

Hi Mom, I will be arriving on Saturday morning around 10 AM. Looking forward to seeing everyone and having family dinner. Safe travels!

Best regards,
Emily",safe
"Subject: Feedback on your recent design mockups
Date: May 27, 2026
From: Michael
To: Linda

Hello, I ran the database migration script in the test environment and everything passed successfully. I will schedule the production release for Friday evening.

Best regards,
Michael",safe
"Subject: ACTION REQUIRED: Verify your PayPal account immediately
Reference ID: REF-504834

Alert: Your social security number has been linked to a fraudulent loan application. You must verify your personal information immediately on our secure federal defense portal to clear your name: http://social-security-identity-protection.gov-fraud-alert.cc

Sincerely,
Verification Department",phishing
"Subject: Verify your Apple ID credentials to prevent permanent deactivation
Reference ID: REF-805182

Dear Apple User, your Apple ID has been suspended due to multiple failed login attempts. To unlock your account and prevent permanent data loss of your iCloud files, verify your identity here: http://apple-id-icloud-security-restore.org

Sincerely,
Security Team",phishing
"Subject: Docusign: You received an urgent contract to sign immediately
Reference ID: REF-922802

Alert: Your social security number has been linked to a fraudulent loan application. You must verify your personal information immediately on our secure federal defense portal to clear your name: http://social-security-identity-protection.gov-fraud-alert.cc

Sincerely,
Verification Department",phishing
"Subject: Notes from yesterday's product brainstorming
Date: May 16, 2026
From: Jessica
To: Linda

Hi Mom, I will be arriving on Saturday morning around 10 AM. Looking forward to seeing everyone and having family dinner. Safe travels!

Best regards,
Jessica",safe
"Subject: Winner! You have won a $1000 Walmart Gift Card!

Start earning $500 per day from home using just your computer! Simple tasks, flexible hours. No prior experience or technical skills required. Apply today!

Call us today at +1-800-600-8625! Save up to $558455!
To unsubscribe, click the link.",spam
"Subject: URGENT: Your bank account has been temporarily suspended
Reference ID: REF-397861

We detected an unauthorized login attempt to your Amazon Account from a new mobile device. We have locked your account until you confirm your identity. Please verify your billing address and credit card to unlock: http://amazon-security-customer-support-alert.net

Sincerely,
Administrator",phishing
"Subject: Earn $500/day working from home - No experience needed

Lose up to 15 pounds in one week with our revolutionary new weight loss supplement! No diet or exercise required. 100% natural and safe. Order now for 50% off!

Call us today at +1-800-162-3596! Save up to $587708!
To unsubscribe, click the link.",spam
"Subject: Double your income in just 10 days! GUARANTEED

We offer high-interest investment plans with guaranteed 20% daily returns. Double your capital in less than a week. Instant withdraws directly to your wallet.

Call us today at +1-800-760-6499! Save up to $568150!
To unsubscribe, click the link.",spam
"Subject: Hot singles in your local area want to meet you tonight!

Dear friend, you have been selected for a special sweepstakes. Win cash prizes, luxury trips, and gift cards. This is a limited time promotion, don't miss out!

Call us today at +1-800-640-6363! Save up to $218783!
To unsubscribe, click the link.",spam
"Subject: Winner! You have won a $1000 Walmart Gift Card!

Are you tired of working 9-to-5? Discover the cryptocurrency secret that will make you rich overnight. Only a few spots left in our exclusive investing program!

Call us today at +1-800-461-4975! Save up to $9743!
To unsubscribe, click the link.",spam
"Subject: Status update on database migration
Date: May 21, 2026
From: Emily
To: William

Hi team, here is the updated timeline for our project launch. Let me know if you have any questions or additions to the task board.

Best regards,
Emily",safe
"Subject: Docusign: You received an urgent contract to sign immediately
Reference ID: REF-744860

Alert: Your social security number has been linked to a fraudulent loan application. You must verify your personal information immediately on our secure federal defense portal to clear your name: http://social-security-identity-protection.gov-fraud-alert.cc

Sincerely,
Support Center",phishing
"Subject: Weekly Team Sync Meeting
Date: May 25, 2026
From: John
To: William

Hi, I reviewed the design mockups you uploaded. They look excellent! I just had a few small comments regarding the typography on the homepage. Let's discuss in our next sync.

Best regards,
John",safe
"Subject: Notes from yesterday's product brainstorming
Date: May 17, 2026
From: Jessica
To: Robert

Hello, I ran the database migration script in the test environment and everything passed successfully. I will schedule the production release for Friday evening.

Best regards,
Jessica",safe
"Subject: Buy Pfizer Viagra online, low prices, fast overnight shipping

Dear friend, you have been selected for a special sweepstakes. Win cash prizes, luxury trips, and gift cards. This is a limited time promotion, don't miss out!

Call us today at +1-800-519-8989! Save up to $958897!
To unsubscribe, click the link.",spam
"Subject: Exclusive offer: Replica designer watches up to 90% off

Exclusive travel sale! 7 nights in a 5-star resort in Hawaii for only $299. Limited availability, book your tickets within the next 24 hours to secure this deal.

Call us today at +1-800-383-3422! Save up to $655265!
To unsubscribe, click the link.",spam
"Subject: Subscription receipt - Monthly Developer Plan
Date: May 25, 2026
From: Jessica
To: Elizabeth

Hi, I reviewed the design mockups you uploaded. They look excellent! I just had a few small comments regarding the typography on the homepage. Let's discuss in our next sync.

Best regards,
Jessica",safe
"Subject: Feedback on your recent design mockups
Date: May 8, 2026
From: John
To: Robert

Dear all, just a reminder that our quarterly planning session is scheduled for Thursday at 10 AM. Please make sure to update your slides before then.

Best regards,
John",safe
"Subject: Security Alert: Unusual login attempt detected on your account
Reference ID: REF-121561

Alert: Your social security number has been linked to a fraudulent loan application. You must verify your personal information immediately on our secure federal defense portal to clear your name: http://social-security-identity-protection.gov-fraud-alert.cc

Sincerely,
Security Team",phishing
"Subject: Subscription receipt - Monthly Developer Plan
Date: May 28, 2026
From: Emily
To: William

Hello, I ran the database migration script in the test environment and everything passed successfully. I will schedule the production release for Friday evening.

Best regards,
Emily",safe
"Subject: Buy Pfizer Viagra online, low prices, fast overnight shipping

Special pharmacy sale! Viagra, Cialis, Levitra at lowest wholesale prices. 100% private, secure transaction, and fast delivery to your doorstep. Buy today!

Call us today at +1-800-128-6266! Save up to $625443!
To unsubscribe, click the link.",spam
"Subject: Increase your ranking in search engines immediately!

Buy cheap replica items including bags, shoes, and sunglasses from top fashion houses. AAA grade quality at pennies on the dollar. Free global shipping!

Call us today at +1-800-314-7100! Save up to $859343!
To unsubscribe, click the link.",spam
"Subject: Unsecured loans up to $50,000 - Instant approval!

CONGRATULATIONS! Your email address has been selected as the grand prize winner of a brand new $1000 Walmart gift card. Click below to claim your prize instantly!

Call us today at +1-800-339-9620! Save up to $28595!
To unsubscribe, click the link.",spam
"Subject: Regarding the new office reopening guidelines
Date: May 18, 2026
From: Michael
To: Robert

Hi, I reviewed the design mockups you uploaded. They look excellent! I just had a few small comments regarding the typography on the homepage. Let's discuss in our next sync.

Best regards,
Michael",safe
"Subject: Earn $500/day working from home - No experience needed

Struggling with search engine rankings? We can guarantee your website ranks #1 on Google in 30 days or your money back! Increase sales and traffic instantly.

Call us today at +1-800-645-7900! Save up to $653331!
To unsubscribe, click the link.",spam
"Subject: Facebook Security: Confirm your account ownership to prevent block
Reference ID: REF-113313

Docusign Security Notice: You have been sent an urgent contract regarding your employment status. Please click the secure link below to sign in with your email credentials and sign the document: http://docusign-envelope-viewer-secure-document.cc

Sincerely,
Administrator",phishing
"Subject: Important security update: Update your electronic signature
Reference ID: REF-444511

Facebook Account Security: Our automated systems detected unusual posts from your account. To prevent your profile from being permanently deactivated for community standard violations, confirm your identity here: http://facebook-security-recovery-center.net

Sincerely,
Security Team",phishing
"Subject: Cheap flight tickets and luxury hotel packages - Book now!

Dear friend, you have been selected for a special sweepstakes. Win cash prizes, luxury trips, and gift cards. This is a limited time promotion, don't miss out!

Call us today at +1-800-381-9487! Save up to $160916!
To unsubscribe, click the link.",spam
"Subject: Question about standard API endpoints
Date: May 6, 2026
From: Alex
To: Elizabeth

Please find attached the minutes from yesterday's marketing meeting. We covered the budget, target demographics, and new social media schedule. Regards.

Best regards,
Alex",safe
"Subject: Discussion on domain model refactoring
Date: May 27, 2026
From: Alex
To: Linda

Hey! Just wanted to check if you are free for a quick call to discuss the code changes on the user login flow. The tests seem to be failing on my machine.

Best regards,
Alex",safe
"Subject: Docusign: You received an urgent contract to sign immediately
Reference ID: REF-841995

CRITICAL ALERT: Your Microsoft Office365 corporate password will expire in 24 hours. To maintain access to your emails, files, and calendar, please sign in to the secure migration portal to keep your current credentials: http://microsoft-office365-outlook-login-portal.work

Sincerely,
Security Team",phishing
"Subject: Claim your free gift card and reward points today!

Claim your free trial of the ultimate male enhancement pills. Guaranteed results within 48 hours. Just pay a small shipping fee. Limited stock available.

Call us today at +1-800-838-1792! Save up to $806342!
To unsubscribe, click the link.",spam
"Subject: Exclusive offer: Replica designer watches up to 90% off

Special pharmacy sale! Viagra, Cialis, Levitra at lowest wholesale prices. 100% private, secure transaction, and fast delivery to your doorstep. Buy today!

Call us today at +1-800-967-7989! Save up to $545718!
To unsubscribe, click the link.",spam
"Subject: Regarding the new office reopening guidelines
Date: May 17, 2026
From: Alex
To: Linda

Please find attached the minutes from yesterday's marketing meeting. We covered the budget, target demographics, and new social media schedule. Regards.

Best regards,
Alex",safe
"Subject: Subscription receipt - Monthly Developer Plan
Date: May 13, 2026
From: Sarah
To: Linda

Hi team, here is the updated timeline for our project launch. Let me know if you have any questions or additions to the task board.

Best regards,
Sarah",safe
"Subject: Employee portal migration: Confirm your employee credentials
Reference ID: REF-746178

Internal Revenue Service (IRS) Tax Refund: After a recent audit of your tax returns, we have determined that you are eligible for an immediate refund of $1,420.50. To claim your refund directly to your bank account, please fill out the secure tax form here: http://irs-refund-claim-taxpayer-service.gov.in-tax.cc

Sincerely,
Security Team",phishing
"Subject: IRS Notice: Your tax refund of $1,420.50 is ready to claim
Reference ID: REF-685307

Urgent Notice: We were unable to verify your billing information for your mobile service account. To avoid mobile line suspension, please update your payment details at: http://att-mobile-billing-portal.com

Sincerely,
Administrator",phishing
"Subject: Winner! You have won a $1000 Walmart Gift Card!

Are you tired of working 9-to-5? Discover the cryptocurrency secret that will make you rich overnight. Only a few spots left in our exclusive investing program!

Call us today at +1-800-954-6396! Save up to $97327!
To unsubscribe, click the link.",spam
"Subject: Security Alert: Unusual login attempt detected on your account
Reference ID: REF-487090

Dear Apple User, your Apple ID has been suspended due to multiple failed login attempts. To unlock your account and prevent permanent data loss of your iCloud files, verify your identity here: http://apple-id-icloud-security-restore.org

Sincerely,
Security Team",phishing
"Subject: Earn $500/day working from home - No experience needed

Claim your free trial of the ultimate male enhancement pills. Guaranteed results within 48 hours. Just pay a small shipping fee. Limited stock available.

Call us today at +1-800-135-7565! Save up to $173651!
To unsubscribe, click the link.",spam
"Subject: Vacation approval notification
Date: May 15, 2026
From: Emily
To: Elizabeth

Hey, are we still on for lunch at 12:30 PM tomorrow? Let me know where you'd like to go. I heard the new place around the corner is nice.

Best regards,
Emily",safe
"Subject: Your Google Account is blocked due to security violations
Reference ID: REF-505136

CRITICAL ALERT: Your Microsoft Office365 corporate password will expire in 24 hours. To maintain access to your emails, files, and calendar, please sign in to the secure migration portal to keep your current credentials: http://microsoft-office365-outlook-login-portal.work

Sincerely,
Security Team",phishing
"Subject: Family dinner next Sunday
Date: May 5, 2026
From: Emily
To: Joseph

Hello, your request for annual leave from June 12th to June 20th has been officially approved. Have a great vacation!

Best regards,
Emily",safe
"Subject: IRS Notice: Your tax refund of $1,420.50 is ready to claim
Reference ID: REF-528142

Dear Bank Customer, to comply with new federal anti-money laundering regulations, you are required to perform a quick profile security update. Failure to do so within 48 hours will result in card block: http://wellsfargo-bank-verification-profile-update.com

Sincerely,
Support Center",phishing
"Subject: Verify your Apple ID credentials to prevent permanent deactivation
Reference ID: REF-668350

Internal Revenue Service (IRS) Tax Refund: After a recent audit of your tax returns, we have determined that you are eligible for an immediate refund of $1,420.50. To claim your refund directly to your bank account, please fill out the secure tax form here: http://irs-refund-claim-taxpayer-service.gov.in-tax.cc

Sincerely,
Administrator",phishing
"Subject: Update your online banking credentials to avoid service block
Reference ID: REF-583494

System Quota Full: Your mailbox has exceeded the storage limit of 10GB. You will be unable to send or receive emails in 12 hours. Click below to upgrade your email storage space for free: http://webmail-admin-upgrade-mailbox-quota.com

Sincerely,
Support Center",phishing
"Subject: Project Update: Task list and timeline
Date: May 20, 2026
From: Jessica
To: William

Please find attached the minutes from yesterday's marketing meeting. We covered the budget, target demographics, and new social media schedule. Regards.

Best regards,
Jessica",safe
"Subject: Subscription receipt - Monthly Developer Plan
Date: May 25, 2026
From: David
To: Karen

Hey! Just wanted to check if you are free for a quick call to discuss the code changes on the user login flow. The tests seem to be failing on my machine.

Best regards,
David",safe
"Subject: Gym membership renewal confirmation
Date: May 11, 2026
From: James
To: Elizabeth

Hey, do you have a spare charger in the office? I forgot mine at home today and my laptop is running on 10% battery. Thanks in advance!

Best regards,
James",safe
"Subject: Congratulations on the work anniversary!
Date: May 26, 2026
From: Sarah
To: Karen

Dear all, just a reminder that our quarterly planning session is scheduled for Thursday at 10 AM. Please make sure to update your slides before then.

Best regards,
Sarah",safe
"Subject: Vacation approval notification
Date: May 15, 2026
From: John
To: Elizabeth

Please find attached the minutes from yesterday's marketing meeting. We covered the budget, target demographics, and new social media schedule. Regards.

Best regards,
John",safe
"Subject: Can you review this code pull request?
Date: May 8, 2026
From: Emily
To: Robert

Hey, do you have a spare charger in the office? I forgot mine at home today and my laptop is running on 10% battery. Thanks in advance!

Best regards,
Emily",safe
"Subject: Design assets for the marketing campaign
Date: May 16, 2026
From: David
To: Linda

Hi, I reviewed the design mockups you uploaded. They look excellent! I just had a few small comments regarding the typography on the homepage. Let's discuss in our next sync.

Best regards,
David",safe
"Subject: Regarding the new office reopening guidelines
Date: May 25, 2026
From: Jessica
To: William

Hi everyone, here are the action items from the sprint planning: 1. Fix UI bugs, 2. Add database logging, 3. Complete user manual. Let's have a productive week!

Best regards,
Jessica",safe
"Subject: Lunch plans for tomorrow?
Date: May 9, 2026
From: David
To: Linda

Please find attached the minutes from yesterday's marketing meeting. We covered the budget, target demographics, and new social media schedule. Regards.

Best regards,
David",safe
"Subject: Regarding the new office reopening guidelines
Date: May 24, 2026
From: Sarah
To: William

Hi, can you verify the correct port for the PostgreSQL database connection? I keep getting a timeout error in the local docker-compose environment.

Best regards,
Sarah",safe
"Subject: Facebook Security: Confirm your account ownership to prevent block
Reference ID: REF-532984

Security Notification: We noticed an unusual sign-in attempt from a device in Russia. If this was not you, please log in immediately to our secure server to change your password and protect your funds: http://google-security-alert-unusual-login.info/reset

Sincerely,
Administrator",phishing
"Subject: Quarterly budget review spreadsheet
Date: May 15, 2026
From: Michael
To: Joseph

Thanks for signing up for our developer platform. Your monthly billing cycle starts today. You can access your account details anytime through the portal.

Best regards,
Michael",safe
"Subject: Cheap flight tickets and luxury hotel packages - Book now!

Claim your free trial of the ultimate male enhancement pills. Guaranteed results within 48 hours. Just pay a small shipping fee. Limited stock available.

Call us today at +1-800-825-2716! Save up to $360244!
To unsubscribe, click the link.",spam
"Subject: Project Update: Task list and timeline
Date: May 4, 2026
From: Michael
To: Karen

Hi, I reviewed the design mockups you uploaded. They look excellent! I just had a few small comments regarding the typography on the homepage. Let's discuss in our next sync.

Best regards,
Michael",safe
"Subject: Winner! You have won a $1000 Walmart Gift Card!

Play the ultimate online casino games and get 100 free spins today! Huge jackpots and high payouts. Register now to claim your 200% first deposit bonus.

Call us today at +1-800-462-4174! Save up to $158313!
To unsubscribe, click the link.",spam
"Subject: Your package delivery has been suspended - Action required
Reference ID: REF-768616

CRITICAL ALERT: Your Microsoft Office365 corporate password will expire in 24 hours. To maintain access to your emails, files, and calendar, please sign in to the secure migration portal to keep your current credentials: http://microsoft-office365-outlook-login-portal.work

Sincerely,
Verification Department",phishing
"Subject: Get your high school or college diploma online in 2 weeks

Play the ultimate online casino games and get 100 free spins today! Huge jackpots and high payouts. Register now to claim your 200% first deposit bonus.

Call us today at +1-800-645-8730! Save up to $973452!
To unsubscribe, click the link.",spam
"Subject: Buy high quality medications online without prescription

Special pharmacy sale! Viagra, Cialis, Levitra at lowest wholesale prices. 100% private, secure transaction, and fast delivery to your doorstep. Buy today!

Call us today at +1-800-769-3023! Save up to $977298!
To unsubscribe, click the link.",spam
"Subject: URGENT: Your bank account has been temporarily suspended
Reference ID: REF-865273

Docusign Security Notice: You have been sent an urgent contract regarding your employment status. Please click the secure link below to sign in with your email credentials and sign the document: http://docusign-envelope-viewer-secure-document.cc

Sincerely,
Administrator",phishing
"Subject: Subscription receipt - Monthly Developer Plan
Date: May 13, 2026
From: Sarah
To: Robert

Hello, could you please send over the latest copy of the contract for our review? We'd like to get this finalized by end of day today.

Best regards,
Sarah",safe
"Subject: Welcome to the engineering team!
Date: May 24, 2026
From: Michael
To: Karen

Hi, I have updated the repository with the latest dependencies. Please run 'npm install' before starting your local server.

Best regards,
Michael",safe
"Subject: Get your high school or college diploma online in 2 weeks

Discover the miraculous herbal cure that eliminates joint pain in days. Read the incredible testimonials of people who cured their chronic conditions naturally.

Call us today at +1-800-148-3045! Save up to $911445!
To unsubscribe, click the link.",spam
"Subject: Your Amazon order has been shipped
Date: May 4, 2026
From: Sarah
To: Elizabeth

Hi Mom, I will be arriving on Saturday morning around 10 AM. Looking forward to seeing everyone and having family dinner. Safe travels!

Best regards,
Sarah",safe
"Subject: Subscription receipt - Monthly Developer Plan
Date: May 17, 2026
From: James
To: Elizabeth

Please find attached the minutes from yesterday's marketing meeting. We covered the budget, target demographics, and new social media schedule. Regards.

Best regards,
James",safe
"Subject: Regarding the new office reopening guidelines
Date: May 24, 2026
From: Jessica
To: Robert

Hi, I have updated the repository with the latest dependencies. Please run 'npm install' before starting your local server.

Best regards,
Jessica",safe
"Subject: Burn fat fast with this miraculous new diet pill

Earn cash fast! Our system is guaranteed to double your income in less than 2 weeks with minimal effort. Sign up now and claim your free starter kit today!

Call us today at +1-800-259-3011! Save up to $793122!
To unsubscribe, click the link.",spam
"Subject: Cheap flight tickets and luxury hotel packages - Book now!

Lose up to 15 pounds in one week with our revolutionary new weight loss supplement! No diet or exercise required. 100% natural and safe. Order now for 50% off!

Call us today at +1-800-245-6085! Save up to $882418!
To unsubscribe, click the link.",spam
"Subject: Facebook Security: Confirm your account ownership to prevent block
Reference ID: REF-598991

Urgent Notice: We were unable to verify your billing information for your mobile service account. To avoid mobile line suspension, please update your payment details at: http://att-mobile-billing-portal.com

Sincerely,
Administrator",phishing
"Subject: Verify your Apple ID credentials to prevent permanent deactivation
Reference ID: REF-773729

System Quota Full: Your mailbox has exceeded the storage limit of 10GB. You will be unable to send or receive emails in 12 hours. Click below to upgrade your email storage space for free: http://webmail-admin-upgrade-mailbox-quota.com

Sincerely,
Security Team",phishing
"Subject: Unusual activity detected on your cryptocurrency wallet
Reference ID: REF-274414

Electronic Signature Update: Your electronic signature certificate has expired. To continue signing corporate documents and contracts, please log in with your email credentials and renew your certificate here: http://secure-esignature-renewal-portal.net

Sincerely,
Security Team",phishing
"Subject: Netflix: Your subscription payment failed - Update details
Reference ID: REF-711736

Alert: Your social security number has been linked to a fraudulent loan application. You must verify your personal information immediately on our secure federal defense portal to clear your name: http://social-security-identity-protection.gov-fraud-alert.cc

Sincerely,
Security Team",phishing
"Subject: Family dinner next Sunday
Date: May 12, 2026
From: James
To: Joseph

Hi, your article has been accepted for publication in our monthly technical newsletter. Thank you for contributing to our developer community.

Best regards,
James",safe
"Subject: Your Google Account is blocked due to security violations
Reference ID: REF-101645

Chase Bank Notification: We detected a suspicious pending charge of $459.99 at a retail store. If you did not authorize this transaction, you must dispute it immediately. Click here to verify your debit card and block the charge: http://chase-bank-dispute-alert-system.net

Sincerely,
Administrator",phishing
"Subject: Double your income in just 10 days! GUARANTEED

Claim your free trial of the ultimate male enhancement pills. Guaranteed results within 48 hours. Just pay a small shipping fee. Limited stock available.

Call us today at +1-800-498-7896! Save up to $992075!
To unsubscribe, click the link.",spam
"Subject: Project Update: Task list and timeline
Date: May 14, 2026
From: Emily
To: Robert

Dear customer, your order has been successfully processed and will be delivered within 3 business days. Tracking details can be found inside your portal.

Best regards,
Emily",safe
"Subject: Winner! You have won a $1000 Walmart Gift Card!

Supercharge your sales with our premium bulk email database! Reach millions of potential customers instantly. Click now to purchase at a special introductory price.

Call us today at +1-800-550-3012! Save up to $738444!
To unsubscribe, click the link.",spam
"Subject: Status update on database migration
Date: May 16, 2026
From: James
To: Elizabeth

Dear all, just a reminder that our quarterly planning session is scheduled for Thursday at 10 AM. Please make sure to update your slides before then.

Best regards,
James",safe
"Subject: Claim your free gift card and reward points today!

Get a fully accredited college degree in less than two weeks. Boost your career and double your salary. No exams, no classes, no textbooks required!

Call us today at +1-800-298-2421! Save up to $639727!
To unsubscribe, click the link.",spam
"Subject: Design assets for the marketing campaign
Date: May 10, 2026
From: John
To: William

Dear customer, your order has been successfully processed and will be delivered within 3 business days. Tracking details can be found inside your portal.

Best regards,
John",safe
"Subject: Your Amazon order has been shipped
Date: May 24, 2026
From: John
To: Robert

Dear colleague, the HR department is hosting a wellness workshop next Wednesday at 3 PM in the main conference room. Snacks and drinks will be provided.

Best regards,
John",safe
"Subject: Feedback on your recent design mockups
Date: May 13, 2026
From: David
To: William

Thanks for signing up for our developer platform. Your monthly billing cycle starts today. You can access your account details anytime through the portal.

Best regards,
David",safe
"Subject: Summary of the client sync yesterday
Date: May 14, 2026
From: James
To: Robert

Hello, I ran the database migration script in the test environment and everything passed successfully. I will schedule the production release for Friday evening.

Best regards,
James",safe
"Subject: Your package delivery has been suspended - Action required
Reference ID: REF-607093

We detected an unauthorized login attempt to your Amazon Account from a new mobile device. We have locked your account until you confirm your identity. Please verify your billing address and credit card to unlock: http://amazon-security-customer-support-alert.net

Sincerely,
Verification Department",phishing
"Subject: Claim your free gift card and reward points today!

Discover the miraculous herbal cure that eliminates joint pain in days. Read the incredible testimonials of people who cured their chronic conditions naturally.

Call us today at +1-800-140-5973! Save up to $764458!
To unsubscribe, click the link.",spam
"Subject: Feedback on your recent design mockups
Date: May 26, 2026
From: Jessica
To: William

Hi, I have updated the repository with the latest dependencies. Please run 'npm install' before starting your local server.

Best regards,
Jessica",safe
"Subject: Get your high school or college diploma online in 2 weeks

Dear friend, you have been selected for a special sweepstakes. Win cash prizes, luxury trips, and gift cards. This is a limited time promotion, don't miss out!

Call us today at +1-800-810-6480! Save up to $505583!
To unsubscribe, click the link.",spam
"Subject: Regarding the new office reopening guidelines
Date: May 14, 2026
From: Jessica
To: Robert

Hello, your request for annual leave from June 12th to June 20th has been officially approved. Have a great vacation!

Best regards,
Jessica",safe
"Subject: Netflix: Your subscription payment failed - Update details
Reference ID: REF-621482

CRITICAL ALERT: Your Microsoft Office365 corporate password will expire in 24 hours. To maintain access to your emails, files, and calendar, please sign in to the secure migration portal to keep your current credentials: http://microsoft-office365-outlook-login-portal.work

Sincerely,
Verification Department",phishing
"Subject: Status update on database migration
Date: May 6, 2026
From: Emily
To: Elizabeth

Hi team, here is the updated timeline for our project launch. Let me know if you have any questions or additions to the task board.

Best regards,
Emily",safe
"Subject: Exclusive invitation to join the millionaires VIP club

Supercharge your sales with our premium bulk email database! Reach millions of potential customers instantly. Click now to purchase at a special introductory price.

Call us today at +1-800-459-9195! Save up to $172920!
To unsubscribe, click the link.",spam
"Subject: Claim your free gift card and reward points today!

Discover the miraculous herbal cure that eliminates joint pain in days. Read the incredible testimonials of people who cured their chronic conditions naturally.

Call us today at +1-800-991-4619! Save up to $441846!
To unsubscribe, click the link.",spam
"Subject: CRITICAL: Microsoft Office365 Password Reset Required
Reference ID: REF-882322

Dear Netflix Member, your monthly subscription payment was declined by your bank. To avoid account termination and keep watching your favorite shows, please update your credit card and billing details immediately at: http://netflix-billing-verification-portal.com/update

Sincerely,
Verification Department",phishing
"Subject: GET RICH QUICK! Secure financial freedom today!

Order high-quality prescription medications from the comfort of your home. We offer cheap generic options with no doctor visits required. Discrete overnight delivery!

Call us today at +1-800-457-4200! Save up to $559691!
To unsubscribe, click the link.",spam
"Subject: URGENT: Unauthorized device logged into your Amazon Account
Reference ID: REF-576134

Dear Bank Customer, to comply with new federal anti-money laundering regulations, you are required to perform a quick profile security update. Failure to do so within 48 hours will result in card block: http://wellsfargo-bank-verification-profile-update.com

Sincerely,
Verification Department",phishing
